"categoria","data","lancamento","valor","dt_competencia"
Presentes,2024-11-19,MONTECARLO,52.5,2025-03-06
Alimentação,2024-04-01,COM DE BANANAS TOMA,14.0,2025-03-06
Planos,2024-11-20,MONTECARLO,73.0,2025-03-06
Pet,2024-04-01,COBASI SANTO ANDR,151.9,2025-03-06
Pet,2024-04-01,MERCADOLIVRE*KAVJUPETSHOP,31.12,2025-03-06
Manutenção,2024-04-01,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Manutenção,2024-04-01,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Alimentação,2024-04-01,UBER *EATS HELP.UBER.COM,1.53,2025-03-06
Internet,2024-04-01,CONTA VIVO,289.72,2025-03-06
Alimentação,2024-04-01,AMAZON BR,49.39,2025-03-06
Outros,2024-04-01,AMAZON BR,62.5,2025-03-06
Eletrônico,2024-04-01,SHOPEE      *VOOLOJA,32.9,2025-03-06
Curso ,2024-04-01,AMAZON WEB SERVICES,13.85,2025-03-06
Curso ,2024-04-01,AMAZON WEB SERVICES,0.61,2025-03-06
Combustível,2024-03-28,CENTRO AUTOMOTIVO AB,168.88,2025-03-06
Celular,2024-04-01,VIVO EASY,33.0,2025-03-06
Assinatura,2024-03-22,MP*KASPERSKYBRAZILNEXWAY,17.99,2025-03-06
Assinatura,2024-04-01,DL*GOOGLE YOUTUB,24.9,2025-03-06
Assinatura,2024-04-01,AMAZON PRIME CANAIS,21.9,2025-03-06
Assinatura,2024-04-01,DL*GOOGLE GOOGLE,11.99,2025-03-06
Combustível,2024-03-31,POSTO ALCATRAZES DE BO,70.99,2025-03-06
Viagem,2024-03-30,PAG*BANCADAFAMILIA,5.0,2025-03-06
Alimentação,2024-03-30,PAG*BANCADAFAMILIA,12.0,2025-03-06
Viagem,2024-03-30,PAG*BANCADAFAMILIA,70.0,2025-03-06
Viagem,2024-03-30,PAG*SORVETERIA,39.22,2025-03-06
Necessários,2024-03-29,PAG*CHILLIBEANS,33.96,2025-03-06
Viagem,2024-03-29,PAG*SORVETERIA,27.0,2025-03-06
Viagem,2024-03-29,PAG*SORVETERIA,33.29,2025-03-06
Viagem,2024-03-28,PAG*SORVETERIA,35.27,2025-03-06
Viagem,2024-03-28,"5M COMERCIO ATACADISTA",168.95,2025-03-06
Alimentação,2024-04-24,PAG*MARKET4U,3.21,2025-03-06
Alimentação,2024-04-18,PAG*MARKET4U,13.55,2025-03-06
Restaurante,2024-04-13,BANDEIRANTES,6.9,2025-03-06
Produtos Saúde,2024-11-03,ACQX COMERCIO DE OCULO,115.99,2025-03-06
Alimentação,2024-07-04,PAG*MARKET4U,8.79,2025-03-06
Restaurante,2024-06-04,MAMAZAFA COMERCIO DE A,33.9,2025-03-06
Estacionamento,2024-06-04,PAG*ADMINISTRADORA,21.0,2025-03-06
Alimentação,2024-03-04,V O DAS MASSAS COMERCI,42.0,2025-03-06
Alimentação,2024-02-04,PAG*CLAUDIOHIRATA,19.0,2025-03-06
Alimentação,2024-02-04,PAG*GLEISERLOMASDOS,16.0,2025-03-06
Alimentação,2024-04-23,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Alimentação,2024-02-04,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Pet,2024-02-04,COBASI SANTO ANDR,151.89,2025-03-06
Manutenção,2023-02-10,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Livros,2024-03-06,AMAZON BR,42.5,2025-03-06
Manutenção,2023-03-10,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Outros,2024-10-04,AMAZON BR,62.47,2025-03-06
Produtos Saúde,2024-11-03,ACQX COMERCIO DE OCULO,115.99,2025-03-06
Utilidade Casa,2023-11-11,EXTRACOM,235.39,2025-03-06
Produtos Saúde,2024-03-14,RAYBAN *RAYBAN BRAZIL,78.88,2025-03-06
Utilidade Casa,2024-02-18,MP*PRO4CEINTERPL,31.89,2025-03-06
Produtos Saúde,2024-03-19,MP*MARINESHOP,38.3,2025-03-06
Assinatura,2024-06-19,DL*GOOGLE YOUTUB,24.9,2025-03-06
Presentes,2023-11-19,MONTECARLO,52.5,2025-03-06
Planos,2023-11-20,MONTECARLO,73.0,2025-03-06
Assinatura,2024-03-22,MP*KASPERSKYBRAZILNEXWAY,17.99,2025-03-06
Viagem,2024-05-23,TAP WEB VIP,924.38,2025-03-06
Assinatura,2024-05-29,A MEDIUM CORPORATION,1.18,2025-03-06
Assinatura,2024-05-29,A MEDIUM CORPORATION,27.05,2025-03-06
Restaurante,2024-05-29,IFD*IFOOD.COM AGENCIA DE,4.95,2025-03-06
Seguro,2024-01-30,AZUL SEGURO AUTO,139.82,2025-03-06
Outros,2024-06-24,Pbkids Shop Mooca,32.52,2025-03-06
Produtos Saúde,2024-06-23,Drogaria Sao Paulo,43.01,2025-03-06
Manutenção,2024-06-23,Transação de NuTag,18.0,2025-03-06
Alimentação,2024-06-22,Mercado Oba Oba Ltda M,18.44,2025-03-06
Alimentação,2024-06-21,Uber Uber Cash,170.0,2025-03-06
Alimentação,2024-06-20,Amazon,26.14,2025-03-06
Alimentação,2024-06-20,Amazon,53.98,2025-03-06
Alimentação,2024-06-20,Pag*Mercadoobaoba,17.49,2025-03-06
Internet,2024-06-19,Conta Vivo,296.84,2025-03-06
Restaurante,2024-06-18,Ifd*Lanchonete Mello,57.74,2025-03-06
Outros,2024-06-18,Mercadolivre*Polyshee,33.98,2025-03-06
Restaurante,2024-06-17,Ifd*Arcos Dourados Com,50.29,2025-03-06
Assinatura,2024-06-17,Amazon Prime Canais,34.9,2025-03-06
Utilidade Casa,2024-06-16,Daiso Brasil,32.97,2025-03-06
Produtos Saúde,2024-06-16,Drogaria Sao Paulo461,61.2,2025-03-06
Restaurante,2024-06-16,Oxxo Duque York,23.92,2025-03-06
Utilidade Casa,2024-06-16,Materialconst,28.8,2025-03-06
Restaurante,2024-06-16,Ifd*Tmc Comercio de Pi,108.9,2025-03-06
Alimentação,2024-06-16,Pag*Mercadoobaoba,16.49,2025-03-06
Presentes,2024-06-16,Hna*Oboticario,49.9,2025-03-06
Estacionamento,2024-06-16,Vivo Easy,33.0,2025-03-06
Utilidade Casa,2024-06-16,Lojao de Variedades,13.0,2025-03-06
Assinatura,2024-06-16,Google Storage,11.99,2025-03-06
Alimentação,2024-06-15,"Estorno de ""Amazon""",-19.55,2025-03-06
Manutenção,2024-06-15,Transação de NuTag,18.0,2025-03-06
Alimentação,2024-06-14,Mercado Oba Oba Ltda M,13.98,2025-03-06
Alimentação,2024-06-12,Pag*Mercadoobaoba,19.02,2025-03-06
Alimentação,2024-06-12,Pag*Luizcarlosdos,14.0,2025-03-06
Planos,2024-06-11,Amazon,19.55,2025-03-06
Utilidade Casa,2024-06-11,Amazon Marketplace,22.45,2025-03-06
Planos,2024-06-09,Leroy Merlin,145.78,2025-03-06
Combustível,2024-06-09,Centro Automotivo Ab,121.56,2025-03-06
Restaurante,2024-06-08,Ifd*Companhia Brasilei,102.97,2025-03-06
Alimentação,2024-06-08,Supermercado Vila das,92.48,2025-03-06
Alimentação,2024-06-07,Copa Rio Acougue,254.3,2025-03-06
Alimentação,2024-06-07,Pag*Market4u,5.02,2025-03-06
Utilidade Casa,2024-06-06,Shopee *Zarpshop,84.3,2025-03-06
Produtos Saúde,2024-06-04,Amazon,30.59,2025-03-06
Vestimenta,2024-06-04,Renner,39.95,2025-03-06
Restaurante,2024-06-03,Ifd*Mimic Fornecimento,47.99,2025-03-06
Restaurante,2024-06-03,Ifd*Piazza Comercio de,38.92,2025-03-06
Restaurante,2024-06-03,Sesc Ipiranga,21.5,2025-03-06
Planos,2024-06-03,Aliexpress,175.14,2025-03-06
Restaurante,2024-06-03,Sesc Ipiranga,5.0,2025-03-06
Curso ,2024-06-02,Coursera.Org,267.11,2025-03-06
Utilidade Casa,2024-06-02,Daiso Brasil,45.46,2025-03-06
Curso ,2024-06-02,"IOF de ""Coursera.Org""",11.7,2025-03-06
Vestimenta,2024-06-02,Renner,34.95,2025-03-06
Restaurante,2024-06-02,Viena Delicatessen Pla,31.8,2025-03-06
Manutenção,2024-06-01,Transação de NuTag,18.0,2025-03-06
Alimentação,2024-06-01,Pag*Ricardojafet,165.97,2025-03-06
Restaurante,2024-06-01,Ifd*Tmc Comercio de Pi,106.9,2025-03-06
Alimentação,2024-06-01,Pag*Market4u,13.73,2025-03-06
Vestimenta,2024-06-01,Renner,64.9,2025-03-06
Internet,2024-06-01,Conta Vivo,289.9,2025-03-06
Alimentação,2024-06-01,Pag*Market4u,9.84,2025-03-06
Eletrônico,2024-06-01,Shopee*Shopee Shpstecn,31.14,2025-03-06
Estacionamento,2024-06-01,Transação de NuTag,33.0,2025-03-06
Restaurante,2024-06-01,Ifd*Pimenta Verde Alim,24.84,2025-03-06
Outros,2024-06-01,Shopee*Shopee Kilumina,20.0,2025-03-06
Pet,2024-06-01,Pag*Ricardojafet 2/2,80.0,2025-03-06
Restaurante,2024-06-01,Starbucks 021 Top Cent,23.5,2025-03-06
Restaurante,2024-06-01,Hirota Express Paulist,25.96,2025-03-06
Eletrônico,2024-06-01,Shopee *Iasbateria 2/2,15.75,2025-03-06
Pet,2024-06-01,Petlove*Order10373294 2/2,151.83,2025-03-06
Eletrônico,2024-06-01,Amazon Marketplace 2/5,55.0,2025-03-06
Manutenção,2023-02-10,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Manutenção,2023-03-10,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Utilidade Casa,2023-11-11,EXTRACOM,235.39,2025-03-06
Presentes,2023-11-19,MONTECARLO,52.5,2025-03-06
Planos,2023-11-20,MONTECARLO,73.0,2025-03-06
Seguro,2024-01-30,AZUL SEGURO AUTO,139.82,2025-03-06
Utilidade Casa,2024-02-18,MP*PRO4CEINTERPL,31.89,2025-03-06
Produtos Saúde,2024-11-03,ACQX COMERCIO DE OCULO,115.99,2025-03-06
Produtos Saúde,2024-03-14,RAYBAN *RAYBAN BRAZIL,78.88,2025-03-06
Produtos Saúde,2024-03-19,MP*MARINESHOP,38.3,2025-03-06
Assinatura,2024-03-22,MP*KASPERSKYBRAZILNEXWAY,17.99,2025-03-06
Outros,2024-10-04,AMAZON BR,62.47,2025-03-06
Viagem,2024-05-23,TAP WEB VIP,924.38,2025-03-06
Restaurante,2024-06-29,IFD*IFOOD.COM AGENCIA DE,4.95,2025-03-06
Assinatura,2024-06-29,A MEDIUM CORPORATION,28.99,2025-03-06
Assinatura,2024-06-29,A MEDIUM CORPORATION,1.27,2025-03-06
Seguro,2024-07-16,AZUL SEGURO AUTO,79.58,2025-03-06
Assinatura,2024-07-19,DL*GOOGLE YOUTUB,24.9,2025-03-06
Restaurante,2024-07-25,Ifd*Osnir Hamburger,29.18,2025-03-06
Utilidade Casa,2024-07-25,Amazon,49.9,2025-03-06
Manutenção,2024-07-25,Mercadolivre*Machadod,34.22,2025-03-06
Manutenção,2024-07-25,Tokio Motors,108.89,2025-03-06
Manutenção,2024-07-25,Amazon,16.26,2025-03-06
Produtos Saúde,2024-07-25,Drogaria Sao Paulo,76.04,2025-03-06
Restaurante,2024-07-23,Carlos Bakery Eldorado,19.9,2025-03-06
Restaurante,2024-07-23,Starbucks 008 Eldorado,19.0,2025-03-06
Restaurante,2024-07-22,Restaurante Bom Temper,37.31,2025-03-06
Restaurante,2024-07-22,"Estorno de ""Ifd*Fepalu Comercio de""",-31.0,2025-03-06
Alimentação,2024-07-22,Transação de NuTag,24.0,2025-03-06
Restaurante,2024-07-22,Ifd*Br,4.99,2025-03-06
Ferramentas,2024-07-22,Mercadolivre*Kadoshdi,25.85,2025-03-06
Restaurante,2024-07-22,Ifd*Arcos Dourados Com,52.29,2025-03-06
Restaurante,2024-07-22,Ifd*Fepalu Comercio de,31.0,2025-03-06
Alimentação,2024-07-21,Uber *Eats Help.Uber.C,201.94,2025-03-06
Manutenção,2024-07-21,Shopee*Shopee Cmrprodu,33.6,2025-03-06
Restaurante,2024-07-20,Outback Plaza Sul,219.38,2025-03-06
Alimentação,2024-07-20,Mercado Oba Oba Ltda M,26.0,2025-03-06
Alimentação,2024-07-19,Mercado Oba Oba Ltda M,16.34,2025-03-06
Manutenção,2024-07-18,Amazon,58.24,2025-03-06
Internet,2024-07-18,Conta Vivo,289.9,2025-03-06
Vestimenta,2024-07-18,Fila,33.53,2025-03-06
Pet,2024-07-18,Amazon,67.82,2025-03-06
Alimentação,2024-07-18,Mercado Oba Oba Ltda M,18.37,2025-03-06
Restaurante,2024-07-17,Viena Delicatessen Pla,15.9,2025-03-06
Utilidade Casa,2024-07-17,Daiso Brasil,34.47,2025-03-06
Estacionamento,2024-07-17,Pag*Aliansce,18.0,2025-03-06
Assinatura,2024-07-16,Google One,11.99,2025-03-06
Celular,2024-07-16,Vivo Easy,33.0,2025-03-06
Manutenção,2024-07-16,Mercadolivre*Lojayama,80.46,2025-03-06
Manutenção,2024-07-15,Amazon,22.66,2025-03-06
Restaurante,2024-07-15,Kopenhagen,38.9,2025-03-06
Alimentação,2024-07-15,Outlet Premium Imigran,16.0,2025-03-06
Vestimenta,2024-07-15,Mp *Wtenniscombr,45.98,2025-03-06
Restaurante,2024-07-15,Lindt Sprungli Brazil,32.22,2025-03-06
Estacionamento,2024-07-15,Ecovias Fpay,8.4,2025-03-06
Restaurante,2024-07-15,Mr. Pretzels Outlet Pr,17.0,2025-03-06
Restaurante,2024-07-15,Ifd*Osnir Hamburger,29.99,2025-03-06
Outros,2024-07-15,Imigrantes Comercio de,23.98,2025-03-06
Estacionamento,2024-07-14,Pag*Administradora,18.0,2025-03-06
Estacionamento,2024-07-14,Ecopista Fpay,5.1,2025-03-06
Combustível,2024-07-14,Centro Automotivo Ab,188.0,2025-03-06
Restaurante,2024-07-14,Ifd*Torresmin Feijoada,76.8,2025-03-06
Estacionamento,2024-07-14,Concessionaria Spmar,3.9,2025-03-06
Planos,2024-07-14,Pag*Alfateck,130.0,2025-03-06
Estacionamento,2024-07-14,Concessionaria Spmar,5.1,2025-03-06
Restaurante,2024-07-14,Kalunga Shopping Mooca,2.7,2025-03-06
Restaurante,2024-07-14,Lindt Sprungli Brazil,15.8,2025-03-06
Alimentação,2024-07-14,Mr Pretzels - Mooca,16.0,2025-03-06
Restaurante,2024-07-14,Ifd*Tmc Comercio de Pi,107.49,2025-03-06
Estacionamento,2024-07-13,Transação de NuTag,5.1,2025-03-06
Estacionamento,2024-07-13,Transação de NuTag,5.4,2025-03-06
Estacionamento,2024-07-13,Transação de NuTag,5.4,2025-03-06
Estacionamento,2024-07-13,Transação de NuTag,5.1,2025-03-06
Alimentação,2024-07-12,Pag*Mercadoobaoba,17.09,2025-03-06
Restaurante,2024-07-12,Ifd*Arcos Dourados Com,51.19,2025-03-06
Assinatura,2024-07-12,Jusbrasil,1.9,2025-03-06
Alimentação,2024-07-10,Pag*Luizcarlosdos,14.0,2025-03-06
Alimentação,2024-07-09,Amazon,30.39,2025-03-06
Estacionamento,2024-07-09,Transação de NuTag,18.0,2025-03-06
Restaurante,2024-07-08,Ifd*Lanchonete Mello,56.74,2025-03-06
Restaurante,2024-07-08,Ifd*Tmc Comercio de Pi,58.9,2025-03-06
Outros,2024-07-08,Vindi *Voolt3d,27.08,2025-03-06
Restaurante,2024-07-08,Ifd*Arcos Dourados Com,53.29,2025-03-06
Combustível,2024-07-07,Centro Automotivo Ab,122.0,2025-03-06
Restaurante,2024-07-06,Outback Mooca,234.8,2025-03-06
Alimentação,2024-07-05,Transação de NuTag,24.0,2025-03-06
Restaurante,2024-07-04,Ifd*Mimic Fornecimento,43.99,2025-03-06
Pet,2024-07-02,Cobasi-O Shopping do,167.18,2025-03-06
Ferramentas,2024-02-07,Aliexpress,141.57,2025-03-06
Curso ,2024-02-07,Coursera.Org,284.83,2025-03-06
Curso ,2024-02-07,"IOF de ""Coursera.Org""",12.48,2025-03-06
Alimentação,2024-02-07,Nestle Brasil Ltda.,110.38,2025-03-06
Manutenção,2024-06-30,Mercadolivre*Mercadol,56.34,2025-03-06
Outros,2024-06-28,Shopee *Supertofushop,44.99,2025-03-06
Alimentação,2024-06-27,Uber *Eats Help.Uber.C,268.91,2025-03-06
Alimentação,2024-06-27,Uber *Eats Help.Uber.C,4.76,2025-03-06
Alimentação,2024-06-26,Gleiser Lomas dos Sant,16.0,2025-03-06
Alimentação,2024-06-26,Pag*Franciscomekaru,24.0,2025-03-06
Alimentação,2024-06-26,Pag*Luizcarlosdos,14.0,2025-03-06
Pet,2024-06-25,Pag*Ricardojafet 2/2,165.97,2025-03-06
Vestimenta,2024-06-25,Renner 2/2,39.94,2025-03-06
Outros,2024-06-25,Pbkids Shop Mooca 2/4,32.49,2025-03-06
Vestimenta,2024-06-25,Renner 2/2,34.94,2025-03-06
Produtos Saúde,2024-06-25,Drogaria Sao Paulo 2/2,43.01,2025-03-06
Outros,2024-06-25,Mercadolivre*Polyshee 2/5,33.98,2025-03-06
Eletrônico,2024-06-25,Amazon Marketplace 3/5,55.0,2025-03-06
Vestimenta,2024-06-25,Renner 2/2,64.89,2025-03-06
Produtos Saúde,2024-11-03,ACQX COMERCIO | OCULO,115.99,2025-03-06
Utilidade Casa,2023-11-11,EXTRACOM,235.39,2025-03-06
Produtos Saúde,2024-03-14,RAYBAN *RAYBAN BRAZIL,78.88,2025-03-06
Seguro,2024-07-16,AZUL SEGURO AUTO,79.58,2025-03-06
Produtos Saúde,2024-03-19,MP*MARINESHOP,38.3,2025-03-06
Assinatura,2024-08-19,DL*GOOGLE YOUTUB,24.9,2025-03-06
Presentes,2023-11-19,MONTECARLO,52.5,2025-03-06
Planos,2023-11-20,MONTECARLO,73.0,2025-03-06
Assinatura,2024-03-22,MP*KASPERSKYBRAZILNEXWAY,17.99,2025-03-06
Viagem,2024-05-23,TAP WEB VIP,924.38,2025-03-06
Restaurante,2024-07-29,IFD*IFOOD.COM AGENCIA |,4.95,2025-03-06
Seguro,2024-01-30,AZUL SEGURO AUTO,139.82,2025-03-06
Estacionamento,2024-08-25,Rony Park,10.0,2025-03-06
Combustível,2024-08-25,Posto Invicto,162.03,2025-03-06
Estacionamento,2024-08-25,Viaoeste,12.6,2025-03-06
Outros,2024-08-25,Leitura,39.6,2025-03-06
Utilidade Casa,2024-08-25,Daiso Brasil,15.99,2025-03-06
Restaurante,2024-08-25,Quinta do Olivardo,327.5,2025-03-06
Restaurante,2024-08-25,Ifd*Roseli Hortencia V,87.9,2025-03-06
Estacionamento,2024-08-24,Transação de NuTag,18.0,2025-03-06
Alimentação,2024-08-24,Pag*Market4u,6.33,2025-03-06
Alimentação,2024-08-23,Pag*Market4u,12.37,2025-03-06
Ferramentas,2024-08-22,Shopee *Mdgautomaopneu,32.87,2025-03-06
Ferramentas,2024-08-21,Amazon,51.0,2025-03-06
Outros,2024-08-19,Mp *Decalquesbr,32.5,2025-03-06
Outros,2024-08-19,Mp *Dryco,20.0,2025-03-06
Internet,2024-08-19,Conta Vivo,289.89,2025-03-06
Restaurante,2024-08-19,Mariana Maciel,12.0,2025-03-06
Restaurante,2024-08-19,Posto Tyger,32.95,2025-03-06
Restaurante,2024-08-19,Ifd*Pimenta Verde Alim,31.33,2025-03-06
Restaurante,2024-08-19,Silviagenesiade,84.0,2025-03-06
Restaurante,2024-08-19,Ifd*Neo Brasil Aliment,37.48,2025-03-06
Restaurante,2024-08-18,Ifd*Milano Comercio Va,50.24,2025-03-06
Assinatura,2024-08-18,Amazonprimebr,166.8,2025-03-06
Restaurante,2024-08-17,Ifd*Arcos Dourados Com,52.29,2025-03-06
Alimentação,2024-08-16,Pag*Market4u,20.29,2025-03-06
Vestimenta,2024-08-01,Renner,37.24,2025-03-06
Assinatura,2024-08-01,Google One,11.99,2025-03-06
Celular,2024-08-01,Vivo Easy,33.0,2025-03-06
Assinatura,2024-08-01,Google Medium,13.59,2025-03-06
Utilidade Casa,2024-08-01,Amazon,20.9,2025-03-06
Restaurante,2024-08-01,Ifd*Lanchonete Mello,55.74,2025-03-06
Vestimenta,2024-08-01,Cr *Chico Rei,53.64,2025-03-06
Outros,2024-08-01,Jupiter Machines,5.0,2025-03-06
Restaurante,2024-08-01,Lindt Sprungli Brazil,33.5,2025-03-06
Estacionamento,2024-08-01,Outlet Premium Imigran,16.0,2025-03-06
Produtos Saúde,2024-08-01,Raia231,59.14,2025-03-06
Estacionamento,2024-08-01,Transação de NuTag,8.4,2025-03-06
Utilidade Casa,2024-08-01,"Estorno de ""Shopee *Mdbrasilatacad""",-19.0,2025-03-06
Ferramentas,2024-08-01,Amazon,15.14,2025-03-06
Alimentação,2024-08-01,Mercadoobaoba,14.59,2025-03-06
Alimentação,2024-08-01,Uber *Eats Help.Uber.C,4.91,2025-03-06
Eletrônico,2024-08-01,Shopee *Ecomsor,28.33,2025-03-06
Utilidade Casa,2024-08-01,Amazon,9.48,2025-03-06
Alimentação,2024-08-01,Uber *Eats Help.Uber.C,77.99,2025-03-06
Alimentação,2024-08-01,Amazon,17.55,2025-03-06
Utilidade Casa,2024-08-01,Shopee *Mdbrasilatacad,39.99,2025-03-06
Restaurante,2024-08-01,Shopping Plaza Sul,8.9,2025-03-06
Vestimenta,2024-08-01,Havaianas,54.99,2025-03-06
Utilidade Casa,2024-08-01,Daiso Brasil,22.49,2025-03-06
Restaurante,2024-08-01,Viena Delicatessen Pla,17.9,2025-03-06
Alimentação,2024-08-01,Ifd*Tmc Comercio de Pi,332.7,2025-03-06
Estacionamento,2024-08-01,Transação de NuTag,18.0,2025-03-06
Utilidade Casa,2024-08-01,"Estorno de ""Amazon""",-49.9,2025-03-06
Pet,2024-08-01,Cobasi Imigrantes,123.45,2025-03-06
Alimentação,2024-08-01,Uber *Eats Help.Uber.C,274.26,2025-03-06
Utilidade Casa,2024-08-01,Amazon,35.04,2025-03-06
Alimentação,2024-08-01,Mercado Oba Oba Ltda M,12.99,2025-03-06
Alimentação,2024-08-01,Mercado Oba Oba Ltda M,42.69,2025-03-06
Restaurante,2024-08-01,Ifd*Lanchonete Mello,55.74,2025-03-06
Utilidade Casa,2024-08-01,Jrc Comercio de Fitas,89.0,2025-03-06
Restaurante,2024-07-31,Mp *Materialconst,19.9,2025-03-06
Restaurante,2024-07-31,Ifd*Piazza Comercio de,39.92,2025-03-06
Alimentação,2024-07-31,Luizcarlosdos,14.0,2025-03-06
Utilidade Casa,2024-07-30,Materialconst,25.0,2025-03-06
Alimentação,2024-07-30,Mercado Oba Oba Ltda M,28.85,2025-03-06
Utilidade Casa,2024-07-30,Jrc Comercio de Fitas,63.8,2025-03-06
Pet,2024-07-30,Cobasi Imigrantes,101.97,2025-03-06
Restaurante,2024-07-30,Cursino,17.0,2025-03-06
Alimentação,2024-07-30,Nestle Brasil Ltda.,114.73,2025-03-06
Pet,2024-07-30,Shopee *Carolmagazine,21.27,2025-03-06
Vestimenta,2024-07-30,Ecommerce Mi*Mizuno Br,21.8,2025-03-06
Restaurante,2024-07-29,Adriana Paes e Doces,41.92,2025-03-06
Estacionamento,2024-07-28,Transação de NuTag,5.1,2025-03-06
Restaurante,2024-07-28,Ifd*Mimic Fornecimento,45.99,2025-03-06
Alimentação,2024-07-28,Minuto Pa,274.42,2025-03-06
Produtos Saúde,2024-07-28,Drogaria Sao Paulo,111.35,2025-03-06
Estacionamento,2024-07-28,Transação de NuTag,17.2,2025-03-06
Estacionamento,2024-07-28,Centro Automotivo Ab,79.33,2025-03-06
Alimentação,2024-07-28,Minuto Pa,67.7,2025-03-06
Estacionamento,2024-07-27,Transação de NuTag,36.8,2025-03-06
Pet,2024-07-26,Cobasi-O Shopping do 2/2,167.17,2025-03-06
Vestimenta,2024-07-26,Mp *Wtenniscombr 2/5,45.98,2025-03-06
Manutenção,2024-07-26,Mercadolivre*Machadod 2/5,34.22,2025-03-06
Outros,2024-07-26,Pbkids Shop Mooca 3/4,32.49,2025-03-06
Vestimenta,2024-07-26,Fila 2/10,33.48,2025-03-06
Outros,2024-07-26,Mercadolivre*Polyshee 3/5,33.98,2025-03-06
Manutenção,2024-07-26,Tokio Motors 2/4,108.87,2025-03-06
Eletrônico,2024-07-26,Amazon Marketplace 4/5,55.0,2025-03-06
Manutenção,2024-07-26,Mercadolivre*Mercadol 2/3,56.33,2025-03-06
Ferramentas,2024-07-26,Vindi *Voolt3d 2/4,27.06,2025-03-06
Pet,2024-07-26,Amazon 2/2,67.81,2025-03-06
ELETRÔNICO,,SHOPEE*SHOPEE CYELETRNICO,53.75,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,230.81,2025-03-06
ELETRÔNICO,,SHOPEE*SHOPEE ONLYFISH,33.0,2025-03-06
Ferramentas,,DAISO BRASIL,55.95,2025-03-06
Presentes,,PARC=103HS SHOP PLAZA S,80.0,2025-03-06
Restaurante,,IFD*ARCOS DOURADOS COMERC,46.29,2025-03-06
ELETRÔNICO,,SHOPEE *MULTICOISAS168,21.0,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO461,106.67,2025-03-06
Outros,,LEITURA,6.9,2025-03-06
Utilidade Casa,,SESTINI MERCANTIL LTDA,72.3,2025-03-06
Pet,,COBASI IMIGRANTES,230.52,2025-03-06
ELETRÔNICO,,AMAZON BR,39.98,2025-03-06
ELETRÔNICO,,SHOPEE *AGSELETRONICAL,23.9,2025-03-06
Pet,,AMAZON BR,19.99,2025-03-06
,,SHOPEE *AGSELETRONICAL,-23.9,2025-03-06
Pet,,LUIZCARLOSDOS,14.0,2025-03-06
RESTAURANTE,,ANAPAULAJSILVA,6.99,2025-03-06
ELETRÔNICO,,AMAZON BR,51.02,2025-03-06
ELETRÔNICO,,AMAZON BR,10.29,2025-03-06
Produtos Saúde,,ACQX COMERCIO DE OCULO,115.99,2025-03-06
Utilidade Casa,,DAISO BRASIL,46.46,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO 002,73.93,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,98.9,2025-03-06
Restaurante,,IFD*LANCHONETE MELLO  FIL,36.68,2025-03-06
Produtos Saúde,,RAYBAN *RAYBAN BRAZIL,78.88,2025-03-06
Restaurante,,IFD*MIMIC FORNECIMENTO DE,43.99,2025-03-06
Seguro,,AZUL SEGURO AUTO,79.58,2025-03-06
Restaurante,,IFD*ARCOS DOURADOS COMERC,64.89,2025-03-06
Internet,,CONTA VIVO,279.94,2025-03-06
Assinatura,,DL*GOOGLE YOUTUB,24.9,2025-03-06
Viagem,,TAP WEB VIP,924.38,2025-03-06
RESTAURANTE,,BOULEVAR    *BOULEVAR,19.72,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,108.9,2025-03-06
Restaurante,,IFD*MIMIC FORNECIMENTO DE,45.99,2025-03-06
Alimentação,,PAO DE ACUCAR 1717 RIC,217.51,2025-03-06
Restaurante,,IFD*IFOOD CLUB,4.95,2025-03-06
Seguro,,AZUL SEGURO AUTO,139.82,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",-22.1,2025-03-06
Viagem,,"Crédito de ""Et Car Hire""",-504.69,2025-03-06
Curso ,,Datacamp Inc.,347.74,2025-03-06
Curso ,,"IOF de ""Datacamp Inc.""",15.23,2025-03-06
Alimentação,,Hn Hudson News Guarulh,11.9,2025-03-06
Produtos Saúde,,Drogaria Sao Paulo - Parcela 1/3,64.51,2025-03-06
Viagem,,Et Car Hire,86.77,2025-03-06
Viagem,,Et Car Hire,504.69,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",22.1,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",3.8,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",52.54,2025-03-06
Alimentação,,Mercado Oba Oba Ltda M,9.64,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",21.82,2025-03-06
